Date,Country,Almacenamiento_Bateria,BioGas,Carbon,Cogeneracion,Diesel,Eolica,Fuel Oil,Gas_Natural,Geotermica,PetCoke,Biomasa,Hidraulica,Solar
1/1/2016,Chile,20.7257,613,78127.0381,329.55,2703.309,4795.964826,0,10909.3,0,1357,2632.4,60642.2412,5839.748751
1/2/2016,Chile,15.6891,715.1,80404.5651,339.23,2706.7,3537.218453,0,8446.4,0,1321,5462.8,74616.0493,5984.850997
1/3/2016,Chile,20.7672,697.8,83436.7898,341.1,2719.7,3100.492564,0,3590.4,0,1327,5734.1,74182.5306,5772.625467
1/4/2016,Chile,23.7735,723.8,85999.7995,342.72,4240.508,4072.380775,0,9018.7,0,1354,5598.7,87466.1681,5672.728659
1/5/2016,Chile,5.7834,697.7,82014.2171,336,3231.91,2962.802546,52.5,15380.9,0,1366,5763.4,89947.4507,5097.289293
1/6/2016,Chile,11.04,353.4,79558.9803,305.2,4285.53,2941.984144,0,19696.6,0,1339,5836.7,85933.3163,5719.009296
1/7/2016,Chile,21.589,582.3,80989.1258,89.75,4098.9579,2099.99881,20.1,27801.2,0,1277,5676.5,77992.7656,5422.044899
1/8/2016,Chile,16.9557,699,83973.649,0,5738.2002,2999.233934,0,29835.9,0,1247,5657.2,72530.8493,5746.200271
1/9/2016,Chile,12.3433,669.4,83060.6812,0,5903.241,6810.679619,0,19934.1,0,1296,6395.8,69156.5825,5787.795167
1/10/2016,Chile,10.2816,691.7,78792.997,0,6195.293,5181.373531,0,17832.3,0,1310,5928.2,61989.7439,5911.453172
1/11/2016,Chile,15.8475,680.3,81662.2504,0,2864.89,4971.314025,0,26831.9,0,1306,5942.5,73870.2951,5643.965948
1/12/2016,Chile,10.0942,668.1,80205.8057,0,2304.318,7745.556958,0,27440,0,1295,5805.6,72924.8617,5361.470423
1/13/2016,Chile,11.7739,576.3,80785.8052,0,1044.966,6404.025629,0,26492.5,0,1284,5416.9,76148.4606,5583.28085
1/14/2016,Chile,18.4154,631.1,85653.3228,0,1320.292,6915.605605,0,26651.2,0,1286,5444.4,72869.2323,5767.812307
1/15/2016,Chile,14.0577,639.1,87500.1199,0,1435.615,10292.01307,0,24242.9,0,1270,4798.7,69450.3964,5927.221671
1/16/2016,Chile,15.1275,545.2,85001.5327,0,390.684,11778.84848,0,23956.9,0,1137,4419.7,64433.1546,5862.403517
1/17/2016,Chile,9.4908,342.4,81548.2322,0,2115.611,6276.186553,0,24749.5,0,1288,4902.4,58654.5226,5750.205039
1/18/2016,Chile,16.315,458.4,85359.1149,0,1548.412,2579.66176,0,29262.50092,0,1278,4351,77656.4,5513.834539
1/19/2016,Chile,15.4005,470,84822.6932,0,6117.369,3557.136588,60.1,33078.9,0,1275,4473,72278.436,5881.107686
1/20/2016,Chile,15.2648,444.4,83929.1517,0,10448.3465,2285.452177,65.2,33441.5,0,1273,5691.5,70206.1003,6049.828372
1/21/2016,Chile,6.2756,486.2,80894.3358,0,12472.44,1869.295934,0,33151.85,0,1260,5760.6,70959.0926,6033.572269
1/22/2016,Chile,4.5587,443.2,80758.7284,0,6307.45,2619.580083,0,36712.97,0,1284,5906.4,71912.4969,6276.747769
1/23/2016,Chile,7.0515,494.9,75652.6702,0,5296.67,2034.553277,0,31281.4,0,1313,6273.3,68993.6905,6276.462139
1/24/2016,Chile,12.7329,483.9,73564.2965,0,3493.611,6897.835981,0,22237,0,1313,6102.8,59839.9814,5776.477489
1/25/2016,Chile,5.814,493.4,75080.558,0,6590.98,6422.730883,0,30817.6,0,1315,5507.5,72324.5256,5588.217702
1/26/2016,Chile,9.8809,451.1,76605.329,0,4394.517,5713.882749,0,34570.71,0,1334,6539.4,67646.766,5858.89329
1/27/2016,Chile,10.3798,600.5,72927.0679,0,6018.652,7295.283225,0,34399.1,0,1288,6050.4,65791.0996,5761.710627
1/28/2016,Chile,7.9316,591.2,75912.0919,0,6136.358,6846.528316,0,34209.1,0,1303,6271,64877.3505,5878.629732
1/29/2016,Chile,9.7689,585,79442.6345,0,6989.4938,10170.3623,0,32658,0,1299,6768.8,60893.8484,6235.646175
1/30/2016,Chile,6.4498,411.2,76670.4419,0,4551.59,7161.252879,0,32252.2,0,1301,6460.8,61988.9756,5836.743214
1/31/2016,Chile,10.006,584.4,74367.6131,0.6,2256.79,3333.258317,0,26214.7,0,1312,6422.6,65847.8154,5843.428637
2/1/2016,Chile,15.8318,580.9,77044.1356,0,5859.641,3160.658697,0,37082.9,0,1316,6770.8,70915.9048,6280.703549
2/2/2016,Chile,11.589,586.1,76586.249,0,7431.376,4022.905151,0,38118.6,0,1331,6516.2,66774.831,6270.764059
2/3/2016,Chile,13.4021,581.9,78085.3212,0,5922.508,3965.105762,0,36283.425,0,1322,6338.6,65404.8996,6379.69581
2/4/2016,Chile,7.5618,340.2,71742.1359,0,10300.873,3670.410473,31.9,38864,0,843,6480.3,64585.1554,6253.443726
2/5/2016,Chile,5.3144,648,81610.025,67.3,7242.425,5195.13837,0,34602,0,1298,7498.5,64847.2301,6418.215442
2/6/2016,Chile,7.3215,545.8,84747.8203,297.03,5631.427,2740.36087,0,26572.7,0,1279,6944.7,60316.1956,6557.622343
2/7/2016,Chile,16.2512,614.8,79975.9018,380.43,4326.671,2849.653505,0,23677.8,0,1313,7202.3,53155.2113,5356.013525
2/8/2016,Chile,7.6236,588.4,83260.0587,383.59,3078.339,6423.976108,0,27465.4,0,1339,6808.6,64760.322,6188.204506
2/9/2016,Chile,8.2349,594,89853.9885,388.62,1601.256,2985.329914,0,31837.3,0,1301,6324.9,67115.5285,6128.659483
2/10/2016,Chile,12.6459,605.8,91546.2325,390.47,1613.203,4842.99671,0,31527.21,0,1317,6607.8,63457.9849,6240.479139
2/11/2016,Chile,12.4207,645.6,90349.6824,383.72,2652.151,5603.197779,0,32737.09011,0,1315,6769.9,63624.5223,5689.999267
2/12/2016,Chile,4.8684,544,88407.8402,380.29,3689.8834,8595.613181,0,33359.7,0,1329,6895.2,61904.7293,4953.845623
2/13/2016,Chile,0.3952,547.1,87022.3667,385.98,5170.25,9937.969787,0,26047.7,0,1331,6327.2,57686.784,6133.482059
2/14/2016,Chile,0.1265,505.4,84904.6688,355.7,5351.91,10133.87095,0,21171.1,0,1311,5677,53074.1093,6024.273342
2/15/2016,Chile,0.014,562.3,91775.047,388.99,6082.89,5839.61203,0,30215.9,0,1291,5912.2,68398.3592,6228.320482
2/16/2016,Chile,0.014,598.4,94356.5158,383.05,5551.358,4502.881704,0,34741.14203,0,1262,6367.6,62894.1581,5772.106333
2/17/2016,Chile,0.1189,583.7,90580.0843,383.82,5777.388,6505.161107,0,34200.8,0,1319,6739.6,62261.988,5943.877755
2/18/2016,Chile,0.0022,594.4,87347.5516,372.25,6076.69,7954.497957,0,37473.21,0,1335,6819.6,59365.151,5583.939798
2/19/2016,Chile,0.456,579.8,83829.0002,369.5,9443.28,9633.256587,0,37325,0,1358,6499.4,58295.0477,6024.390483
2/20/2016,Chile,0,620.6,82621.9187,373.35,8518.96,8867.517296,0,35018.4,0,1352,6157.5,53133.5763,6244.67748
2/21/2016,Chile,0.0283,595.2,81714.9801,377.35,2861.86,5663.687651,0,29273.35,0,1348,7133.3,54344.2515,6277.110115
2/22/2016,Chile,2.3468,609.8,77295.0224,380.06,10356.765,3949.108262,31.8,41575.43271,0,1304,7434.1,64058.0847,5621.207856
2/23/2016,Chile,0.3956,619.1,81418.0363,356.99,23570.43,2558.518284,258.7,39292.83068,0,1274,7230.1,56718.9569,5825.631692
2/24/2016,Chile,0.4436,624.5,81852.4614,368.64,18908.86,3169.940928,495.86,43747.56228,0,1288,7332.3,55371.1647,5514.560075
2/25/2016,Chile,0.7235,618.2,82959.6576,371.75,14995.3,6210.310092,364.81,45059.60381,0,1306,6798.1,54035.0921,6012.260026
2/26/2016,Chile,0.7235,621.6,85502.8312,377.23,2916.136,9891.687562,0,47907.92312,0,1292,6946.1,55210.0488,6044.107712
2/27/2016,Chile,6.7801,631.6,83689.9184,379.17,4228.417,5230.993483,0,41142.52011,0,1320,7222.3,50706.6125,6331.941881
2/28/2016,Chile,8.8835,632.7,79465.5909,374.26,2713.423,3325.158864,0,34984.61616,0,1326,7672.9,50844.1525,6000.73934
2/29/2016,Chile,9.9398,619.7,90119.4231,279.45,5782.123,3924.858746,219.9,42495.77109,0,1314,7506.7,52484.6063,5668.918529
3/1/2016,Chile,2.9213,614.5,88064.2741,248.7163,10870.0042,2797.733291,427.83,42784.12786,0,1321,6329.5,55803.7875,5397.61937
3/2/2016,Chile,9.1755,593.4,90003.7346,0,9910.2653,2188.443739,569.57,42222.42895,0,255,6758.2,54233.6067,5698.200175
3/3/2016,Chile,8.7657,632.1,94044.2116,0,7296.4243,3582.154554,338.96,41910.13279,0,1308,6783.9,53577.2694,5417.877777
3/4/2016,Chile,7.3841,631.3,97605.7928,55.0825,6946.284,2936.33543,352.35,42023.93967,0,1313,7543.3,52891.5394,5512.995907
3/5/2016,Chile,9.4863,633.7,97657.3839,315.64,199.127,2390.458649,81.5,38830.30397,0,1343,7912.4,45894.9824,5813.85498
3/6/2016,Chile,10.4398,645.5,93150.334,371.07,470.771,4493.439967,64.8,28210.11105,0,1353,6345.3,44059.9957,5694.363151
3/7/2016,Chile,10.4398,600.4,91700.3679,390.41,2455.6,6251.73047,273.87,42824.45588,0,1358,7768.8,47849.1092,5808.079663
3/8/2016,Chile,8.5808,606,92762.8737,404.41,2407.73,5143.209125,694.88,48017.33362,0,0,7179.6,48262.8374,5959.100474
3/9/2016,Chile,8.7638,587.7,90842.9341,172,6541.687,3341.183723,691,44165.50938,0,0,6799.3,54644.2468,6161.685199
3/10/2016,Chile,25.2599,597.7,89983.7102,254.79,14812.102,2862.367261,716.06,43052.11186,0,0,6027,51231.6069,5885.592697
3/11/2016,Chile,20.4926,589.4,90370.0179,254.512,16132.223,3029.199473,1188.37,44548.32928,0,0,5603.8,49212.2162,6054.972182
3/12/2016,Chile,11.4955,598.2,94823.1711,255.92,6164.476,3361.037361,785.09,36389.08781,0,0,6646.1,48894.8269,5421.021466
3/13/2016,Chile,10.0493,549.8,91544.34,249.58,1329.322,5381.46632,280.33,33895.09963,0,0,6797.5,43191.9101,5889.081329
3/14/2016,Chile,24.7902,588,91723.9219,250.57,10095.57,3538.912934,591.62,40338.33421,0,0,6322.8,48599.3159,6047.899596
3/15/2016,Chile,21.2164,597.5,97216.4115,293.25,10441.7077,2975.282318,637.58,39988.20212,0,292,6989.1,49198.8008,5752.953016
3/16/2016,Chile,19.1207,587.2,100567.7484,337.59,8675.7127,1729.964876,624.56,42190.28967,0,1293,6940.3,49607.3843,5124.159512
3/17/2016,Chile,8.0326,622.9,101691.6231,363.17,3042.5553,5573.254873,577.09,45432.92512,0,1420,7425.3,45076.9736,5194.615223
3/18/2016,Chile,27.9574,605.4,99235.8931,380.18,2353.859,7556.511446,339,46135.29297,0,1425,6737.9,44353.2871,5989.110842
3/19/2016,Chile,19.1907,619.7,95869.8042,388.58,5112.197,2781.949757,44.8,39077.14781,0,1445,7211.8,43567.9172,6068.828698
3/20/2016,Chile,7.1958,620.2,97579.7782,386.33,6883.905,2195.268709,97.7,26575.25099,0,1424,7599,42650.6378,5957.559608
3/21/2016,Chile,15.6851,618.3,98346.7665,387.47,4732.2663,4129.918703,130.1,47152.8596,0,1439,7422.6,43600.9972,5595.342513
3/22/2016,Chile,24.4589,611.7,90308.9304,396.1,8749.0086,3887.804728,583.12,50210.57693,0,1423,7333.2,46226.1024,5764.119152
3/23/2016,Chile,18.0515,640,90174.3684,394.42,8708.884,4177.049244,774.63,48748.4934,0,1417,7661.1,43900.5511,5549.461034
3/24/2016,Chile,17.4081,623.7,90346.9355,159.62,5657.24,4107.229508,367.92,46381.49672,0,1436,7829.8,44644.9856,5313.424346
3/25/2016,Chile,16.9002,627.4,95534.2566,394.91,1085.956,2899.849541,0,37866.526,0,1405,7648.2,33232.4556,6058.488633
3/26/2016,Chile,18.5905,613.4,94341.1325,371.61,3456.2567,3544.848506,0,36803.5883,0,1475,7952.7,32126.6899,6162.637544
3/27/2016,Chile,15.6525,609.2,97174.8892,395.89,452.86,4128.767505,0,36504.0381,0,1510,7203.6,30922.8099,6039.700228
3/28/2016,Chile,23.6259,596.5,97325.429,394.8,2809.6865,2921.161522,162.8,47154.7627,0,1511,7080.5,42524.4263,5861.019494
3/29/2016,Chile,14.493,591.7,93932.8183,389.69,5378.3726,3235.506062,289.47,47263.66144,0,1446,8032.9,42834.6931,6007.234946
3/30/2016,Chile,0.0376,582,96247.1133,385.97,6237.9733,4004.822949,469.15,47275.8219,0,1444,7691.3,43342.9783,5451.989293
3/31/2016,Chile,0.5755,624,95599.4296,393.44,4256.611,8113.714049,372.56,46251.99001,0,1464,7566.2,43209.9804,6110.61007
4/1/2016,Chile,4.267,663.3,92728.1177,365.3387,4464.22,2213.183253,0.7,39681.72178,0,1514,8190.9,47679.8864,5840.228754
4/2/2016,Chile,16.5752,662.8,88824.9981,295.04,1336.2,3620.551322,0,34093.001,0,1525,7728.9,43207.8244,5973.114018
4/3/2016,Chile,17.8634,644.1,78567.327,316.87,7568.2926,3986.374447,0,31697.5258,0,1526,6814.3,37595.812,5118.648753
4/4/2016,Chile,0,655.1,86286.7115,376.01,10378.577,6001.819015,0,35761.37406,0,1539,7252,43036.9245,4167.325096
4/5/2016,Chile,16.79,622,90205.743,389.75,6986.95,3123.965568,0,35776.70207,0,1534,7483.6,50614.4358,4176.052318
4/6/2016,Chile,10.613,660.7,91538.39,391.9,5795.616,3054.619489,0,36805.5584,0,1474,7156.7,48852.5404,5597.129278
4/7/2016,Chile,12.21,683.2,90490.783,398.67,3631.52,7874.634515,0,36129.43668,0,1498,6648.6,43056.4654,5438.397812
4/8/2016,Chile,11.81,664.9,84026.179,402.06,6216.93,8271.282477,0,40568.14459,0,1526,7788.4,42433.2597,5535.540123
4/9/2016,Chile,23.03,662.8,86600.417,402.03,2945.0795,9369.350612,0,35930.58638,0,1566,7955.8,37740.5056,5734.638859
4/10/2016,Chile,18.94,654.9,84615.062,406.562,4980.4883,8852.140976,0,30066.9112,0,1633,6212.7,37493.1076,5621.979618
4/11/2016,Chile,9.46,632.9,91721.094,412.13,7050.0678,3426.337932,0,42465.95505,0,1593,6026.9,41935.9602,5422.042569
4/12/2016,Chile,17.3757,672.9,94177.0662,409.26,4500.04,3874.266862,0,44241.2012,0,1586,6321.1,42001.5245,4852.705985
4/13/2016,Chile,18.1601,669.5,85495.2857,409.67,5778.6,4012.720983,0,46137.601,0,1576,6130,45971.1566,5195.923942
4/14/2016,Chile,16.2552,701.4,88898.0117,389.1,5228.53,2631.383565,0,44216.1258,0,1580,6235.5,47001.3883,5718.259912
4/15/2016,Chile,9.5429,685.1,95563.2345,401.03,4978.7,2224.053805,0,39859.4258,0,1523,6247.9,48105.8402,5876.812244
4/16/2016,Chile,18.3444,643.6,84200.7733,407.04,4304.8,2572.750177,0,30641.8388,0,1533,5453.6,51676.1323,5893.629749
4/17/2016,Chile,19.5957,576,80522.0018,411.53,4602.399,8123.625785,0,22334.7386,0,1583,5616.7,50417.4236,4013.169206
4/18/2016,Chile,20.0602,610.6,83021.1837,403.86,4694.323,5329.767709,103.3,38240.5886,0,1583,5231.6,51526.6769,3583.004598
4/19/2016,Chile,14.1562,653.1,86612.0443,394.06,2202.52,11469.65171,5.6,38452.2136,0,1574,4621.5,45216.9955,4830.741038
4/20/2016,Chile,13.3562,666.8,85141.7505,385.2,3103.91,6714.394766,22.3,37633.5192,0,1540,5237.3,49312.353,5117.016907
4/21/2016,Chile,14.6682,710,84665.6487,410.24,2467.914,8821.218965,35.3,31072.4629,0,1506,4782.8,52484.0016,5232.833452
4/22/2016,Chile,17.9398,720.9,89996.1536,406.72,1561.666,4170.052972,0.5,32595.001,0,1489,3740.7,59413.2114,5511.956998
4/23/2016,Chile,12.7165,737.1,92115.1845,404.39,2206.6953,3409.472981,0,21961.1006,0,1416,3610,59769.3738,4341.915202
4/24/2016,Chile,22.1208,735.7,86898.4751,404.63,3516.714,7486.860938,0,20278.7006,0,1485,3836.7,53430.2015,3000.642457
4/25/2016,Chile,14.0508,698,87137.5509,407,3658.7326,13096.8108,92.8,28259.401,0,1458,2770.5,56628.6766,4422.834605
4/26/2016,Chile,17.6242,680,88354.8602,402.25,4533.1051,6268.360283,77.2,33811.4006,0,1400,2647.5,57518.0997,5391.959826
4/27/2016,Chile,14.6819,707.4,84321.3319,409.94,3806.804,2661.213605,114.3,36959.6002,0,1472,3701.3,63383.2825,4776.75925
4/28/2016,Chile,17.4141,713.6,86067.1724,406.8,1259.11,2436.863804,68.7,34708.9512,0,1494,4867.95,64971.5908,5168.867793
4/29/2016,Chile,14.9754,701.5,88164.7492,405.9,616.7,6265.950916,0,31074.1886,0,1505,6829.39,62704.8324,5585.897516
4/30/2016,Chile,5.9936,703.7,90896.4988,411.535,2512.06,3877.004384,0,28535.2082,0,1503,6939.45,52523.631,5506.810849
5/1/2016,Chile,8.1323,699.16,85415.3007,409.94,1882.14,2372.178339,0,23281.5012,0,1504,7251.47,52818.4302,5438.141625
5/2/2016,Chile,10.5899,715.74,94478.81,404.25,1808.6618,4380.100451,0,33802.5756,0,1447,6738.68,50855.0673,5179.735923
5/3/2016,Chile,15.9918,634.96,94118.4936,404.82,1047.855,2206.035318,0,37311.083,0,1380,5681.99,55597.0262,5241.638516
5/4/2016,Chile,16.0156,708.7,97431.3544,414.7,2295.276,1122.225897,0,35904.9201,0,1513,6262.47,53084.4563,5360.045714
5/5/2016,Chile,25.0543,716.62,95402.4636,409.24,3530.537,2420.694729,0,35563.2701,0,1536,6182.93,54949.6146,4725.200385
5/6/2016,Chile,21.1028,642.86,95305.1558,407.64,4881.069,4999.497621,0,28614.6028,0,1528,6305.2,58225.03198,3714.947597
5/7/2016,Chile,21.1028,726.61,91124.5664,411.6,5336.386,5760.833249,0,28229.8404,0,1515,6417.44,52655.6756,3314.757169
5/8/2016,Chile,20.1277,700.06,87183.379,414.63,4707.922,5004.059576,0,26128.6216,0,1506,6356.65,48104.949,2693.34924
5/9/2016,Chile,18.9359,686.112,92570.145,420.88,5520.5,4062.888594,0,34093.3049,0,1511,6795.11,54345.2838,3394.793433
5/10/2016,Chile,14.0295,709.674,97013.6687,422.14,6207.113891,4087.930632,0,35117.54577,0,1480,6496.68,53143.52731,2562.533663
5/11/2016,Chile,0.2226,708.64,90268.5569,408.4,9727.79919,9017.417993,0,33452.89283,0,1497,6606.84,53264.86886,4734.914641
5/12/2016,Chile,6.7094,717.856,92936.7769,407.6,9140.030344,3749.161593,0,35169.1606,0,1426,6528.94,52414.20492,5143.23091
5/13/2016,Chile,20.8436,730.018,94015.4144,416.46,9213.311666,2442.203747,0,35594.2997,0,1434,6850.32,49715.5468,5095.178426
5/14/2016,Chile,9.7779,755.488,90137.5552,414.67,10350.95684,6251.709596,0,32263.8146,0,1444,7553.19,40155.364,5264.195256
5/15/2016,Chile,0.0124,747.24,87770.5032,421.03,10499.94605,4110.378848,0,30117.6801,0,1472,7028.01,37083.49039,4033.574629
5/16/2016,Chile,0.0147,721.56,87135.2384,423.01,9936.083445,5887.63657,0,34088,0,1555,7283.63,46249.21991,5179.96027
5/17/2016,Chile,0.1086,726.18,90023.5485,417.44,8410.251787,4290.661201,0,34443,0,1540,6983.78,47003.26854,5480.020156
5/18/2016,Chile,0.032,745.932,92675.6744,316.01,9314.77227,2559.161851,0,31564.5,0,1517,6763.29,52244.72071,5137.358598
5/19/2016,Chile,0.056,760.62,94741.538,397.53,10007.26824,3364.43692,0,30870.6,0,1403,6392.61,50116.46281,4380.736429
5/20/2016,Chile,0.58,754.59,94895.098,402.35,12096.14317,3109.09584,0,31154.2,0,1537,6751.2,48511.4076,4722.435888
5/21/2016,Chile,0.6474,748.996,83504.753,394.55,11925.44358,3130.790822,0,29561.4,0,1513,6888.39,48020.35533,5592.162361
5/22/2016,Chile,1.2542,736.33,83056.2418,410.89,11200.43875,2976.352536,0,28536.7,0,1518,7113.47,46412.66096,5086.493488
5/23/2016,Chile,0.0664,728.202,90361.1319,415.91,10221.81746,2687.623358,0,32181.993,0,1504,5838.68,56826.42378,4922.298156
5/24/2016,Chile,1.6059,681.594,91556.309,406.54,6226.383307,3371.01415,0,35873.1278,0,1497,6181.28,56616.08161,4985.698061
5/25/2016,Chile,25.4491,732.256,85278.8737,371.9233,7948.265977,4466.463803,0,35292.7425,0,1555,6494.18,54372.99977,4301.952461
5/26/2016,Chile,15.7498,715.544,82413.1486,396.79,5718.676277,7317.682411,0,44199.81253,0,1569,7178.52,47586.33968,4841.999145
5/27/2016,Chile,11.9584,749.64,93920.6107,411.78,6826.879858,7291.670307,0,46037.43992,0,1581,7132.47,39012.81177,3051.924796
5/28/2016,Chile,0.6825,764.72,94008.8102,405.43,10973.22421,3924.143321,0,33371.5671,0,1620,6613.51,43071.2526,5061.371459
5/29/2016,Chile,1.1271,760.578,95136.2822,411.34,10781.52684,2590.215535,0,29775.2,0,1608,7070.38,42523.97457,3331.92913
5/30/2016,Chile,1.6078,732.684,100026.935,409.9,11549.02067,3366.94755,0,37486.71128,0,1597,7340.32,41973.57773,3552.022132
5/31/2016,Chile,5.9648,746.474,96532.2314,404.86,12324.75332,4915.194144,0,35953.701,0,1561,7606.12,45687.65606,3962.756433
6/1/2016,Chile,4.4425,710.876,93535.5047,408.6,6288.790012,2786.131989,0,39327.19489,0,1521,7764.87,51917.69275,3794.530567
6/2/2016,Chile,0.847,691.536,93697.126,423.86,9763.909852,2428.952212,0,36106.956,0,1550,7810.36,56091.00265,3547.726366
6/3/2016,Chile,3.1535,741.488,92313.6518,269.35,6761.883663,5349.742901,0,37129.07295,0,1565,7443.71,56541.69309,4308.10978
6/4/2016,Chile,2.9227,748.198,85195.5147,401.44,5360.14974,5341.169464,0,35801.40826,0,1550,7344.54,48397.00331,4527.698317
6/5/2016,Chile,0.1839,652.128,87463.5726,406.09,3757.286822,9788.640684,0,34594.95976,0,1558,7831.1,41050.30904,4973.631394
6/6/2016,Chile,9.1226,668.668,85995.8324,408.71,9916.49188,8913.423726,0,36690.73537,0,1572,7734.94,51382.83089,4823.591603
6/7/2016,Chile,3.7799,704.844,82205.3482,410.75,8429.186397,7657.870973,0,36268.1665,0,1568,7108.55,57902.89607,5395.649521
6/8/2016,Chile,2.8228,739.594,82758.0361,415.41,11603.93162,4503.073793,74.9,38787.6063,0,1552,6551.06,52869.01442,5111.585768
6/9/2016,Chile,0.6343,745.918,87207.876,414.1,10560.78245,6714.475988,467.1,40337.9033,0,1537,6914.33,52549.17739,3813.773815
6/10/2016,Chile,0.3339,754.12,84246.5733,416.54,13313.161,7937.541366,832.792,41456.76304,0,1528,6622.98,49727.25312,4277.05889
6/11/2016,Chile,0.6841,765.92,86009.9164,415.67,10760.98198,3386.183939,850.36,40429.54294,0,1530,6720.01,46102.57128,4514.055625
6/12/2016,Chile,0.3231,771.384,86513.3617,413.72,16186.61759,4249.642953,709.3,39020.27822,0,1519,7662.38,34396.43508,3423.169625
6/13/2016,Chile,0.0021,733.328,90005.4545,413.83,15907.60802,5077.885277,826.45,37331.45282,0,1548,6905.32,48146.33379,4874.568708
6/14/2016,Chile,0.266,711.758,85526.7631,413.73,13819.19198,8129.803323,791.52,40072.54237,0,1554,7160.8,50544.42698,5066.16274
6/15/2016,Chile,1.154,502.498,85728.3442,413.24,17232.14371,11026.77496,517.33,41513.8744,0,1545,6599.76,44012.53337,4913.954162
6/16/2016,Chile,13.8616,704.202,87275.1808,397.38,15168.02072,9000.964673,738.03,44264.5262,0,1545,7330.93,40090.58776,4754.795146
6/17/2016,Chile,9.6053,709.564,87906.3329,405.05,12903.86169,4519.159525,787.82,43311.49825,0,1537,7769.77,45879.73786,5695.167792
6/18/2016,Chile,3.9182,768.561,86464.5318,410.03,13186.4784,5364.633278,610.17,41743.03583,0,1549,7775.55,35272.78419,5545.261934
6/19/2016,Chile,15.1657,774.482,86045.2796,415.61,13127.40606,2664.857848,445.3,38413.51618,0,1542,8198.16,33953.06704,5615.46419
6/20/2016,Chile,8.566,679.192,91488.7407,419.52,16691.73424,5375.44688,741.02,36507.23618,0,1554,8126.44,46095.62341,5526.405625
6/21/2016,Chile,2.9104,707.498,92478.8579,423.28,19175.36031,5298.537009,774.85,32882.77248,0,1579,8050.95,46366.84173,5528.992476
6/22/2016,Chile,4.3523,722.24,93940.2075,425.13,19882.57233,7145.185966,492.85,35321.16,0,1573,7614.19,39351.50879,5474.964337
6/23/2016,Chile,0.3482,682.484,90008.5227,428.02,18770.37105,10875.31229,471.96,34094.24629,0,1557,7142.37,41865.86143,5176.278247
6/24/2016,Chile,4.7282,698.034,86374.5823,423.61,26163.24532,9850.132279,597.35,34399.64861,0,1507,7124.57,42891.70902,3235.844356
6/25/2016,Chile,21.6151,749.896,81091.7956,416.55,16205.55594,5119.794064,813.03,38396.79592,0,1546,7124.62,41779.65708,4151.949016
6/26/2016,Chile,13.2343,749.844,76406.2516,415.36,16654.82624,2209.087849,446.55,38952.4849,0,1553,7470,36292.92939,5584.341755
6/27/2016,Chile,8.7014,731.28,84414.0092,414.29,15915.70012,2994.170904,654.02,37565.58567,0,1562,7688.92,36185.17545,5175.061555
6/28/2016,Chile,2.9036,717.454,85586.2409,413.05,21373.17085,3462.101449,945.874,34642.09197,0,1582,7779.65,50670.30936,4501.929073
6/29/2016,Chile,0.2513,755.25,85659.8128,407.39,23295.12957,5821.884312,897.554,32252.8,0,1556,6664.4,54528.15836,5095.835726
6/30/2016,Chile,0.5217,727.54,93322.4018,284.64,13612.41406,7540.947753,736.85,40809.1843,0,1518,7680.42,44466.71172,5242.784745
7/1/2016,Chile,2.2067,758.44,93407.0008,420.66,17386.04052,4854.829227,700.21,43079.03071,0,1529,8421.6,36972.77403,4641.951545
7/2/2016,Chile,23.3007,776.188,94414.0285,417.86,14914.4113,5541.206526,738.28,41559.17596,0,1508,7645.82,29477.62302,4782.449288
7/3/2016,Chile,23.2055,786.478,90630.7731,422.71,8668.666478,8447.196887,793.846,39002.44933,0,1504,7640.23,30289.04107,3200.641174
7/4/2016,Chile,21.7118,755.284,91401.0497,427.75,14973.15355,6095.860558,815.08,42529.95049,0,1535,7489.31,37035.61211,4509.008157
7/5/2016,Chile,18.1376,774.67,92081.2612,420.12,16048.88691,4578.892142,720.8,43390.9955,0,1529,8070.41,34509.39974,5633.57057
7/6/2016,Chile,11.5747,778.206,89839.4014,422.68,18756.94187,7834.229233,609.22,39644.96122,0,1470,7338.46,33852.23738,5494.147589
7/7/2016,Chile,22.4832,772.106,89720.1139,423.07,17018.37676,4292.277236,770.89,41976.97834,0,1535,7282.24,35796.86863,4598.634747
7/8/2016,Chile,18.4184,742.762,88325.8485,417,15147.36476,3694.362168,795.7,42448.75416,0,1502,7189.85,40088.42246,4002.88937
7/9/2016,Chile,8.599,756.052,89149.4484,430.97,12482.47245,4375.790509,779.49,45031.99396,0,1514,7839.33,28198.4155,4945.571755
7/10/2016,Chile,16.881,779.824,90605.4967,432,9682.767108,4788.208198,605.8,40934.81506,0,1475,7838.4,29810.66792,2423.4894
7/11/2016,Chile,12.5184,761.002,85354.4424,426.86,14935.92051,6037.48985,642.36,42587.42017,0,1495,7944.13,39787.01266,6259.142038
7/12/2016,Chile,13.0051,770.01,86519.9954,428.13,10175.06996,3634.830942,727.59,43550.91413,0,1513,7549.34,48151.65324,6309.054217
7/13/2016,Chile,21.9412,747.696,88633.436,374.44,18106.78375,8612.476452,337.14,37313.92513,0,1496,6966.71,37733.8928,6213.505295
7/14/2016,Chile,29.0193,774.676,93748.9638,428.18,12681.97004,6971.142584,252.62,38934.90584,0,1477,7114.57,34804.14194,6155.323324
