Date,Variable,Asia Cop,Asia,East Europe Cop,East Europe,West Europe Cop,West Europe,Russia,North America Cop,North America,World
2023,nuclear_electricity,28276.75026,61606.94584,18286.85439,1323.294547,49782.39632,14285.73486,25820.64091,96560.81914,1272.49299,297215.9293
2024,nuclear_electricity,33172.25423,64420.00291,19580.51458,1323.294547,54209.04268,13020.34827,27695.12339,103812.6924,1364.791206,318598.0642
2025,nuclear_electricity,38327.54821,67233.05997,20880.6501,1323.294547,58635.68903,11639.73943,29569.60587,111064.5656,1457.089423,340131.2422
2026,nuclear_electricity,43806.82879,71292.49414,22185.07212,1323.294547,63062.3354,10574.97242,31444.08834,118316.4389,1549.387639,363554.9123
2027,nuclear_electricity,49246.42661,75351.92829,23492.17462,1323.294547,67488.98175,9366.704904,33318.57082,125568.312,1641.685855,386798.0794
2028,nuclear_electricity,54440.00143,79411.36246,24800.93542,1323.294547,71915.62812,8197.849492,35193.0533,132820.1853,1733.984072,409836.2941
2029,nuclear_electricity,59552.58993,83470.79661,26110.72003,1323.294547,76342.27448,6944.892637,37067.53578,140072.0585,1826.282288,432710.4448
2030,nuclear_electricity,64802.78225,87530.23078,27421.13646,1323.294547,80768.92083,5767.972425,38942.01825,147323.9317,1918.580505,455798.8677
2031,nuclear_electricity,70171.02574,91589.66493,28731.94274,1323.294547,85195.5672,4559.545436,40816.50073,154575.8049,2010.878721,478974.2249
2032,nuclear_electricity,75512.5114,95649.0991,30042.98961,1323.294547,89622.21355,3375.861634,42690.98321,161827.6782,2103.176937,502147.8082
2033,nuclear_electricity,81283.85678,99708.53325,31354.18491,1323.294547,94048.85991,2163.850881,44565.46569,169079.5514,2195.475154,525723.0725
2034,nuclear_electricity,87041.10398,103767.9674,32885.90907,1323.294547,98475.50629,969.994815,46439.94817,176331.4247,2287.77337,549522.9223
2035,nuclear_electricity,92864.77232,107827.4016,34417.68976,1323.294547,102902.1526,0,48314.43064,183583.2979,2380.071586,573613.111
2036,nuclear_electricity,98727.80035,111886.8357,35949.5053,1323.294547,107328.799,0,50188.91312,190835.1711,2472.369803,598712.6889
2037,nuclear_electricity,104561.427,115946.2699,37481.34238,1323.294547,111755.4454,0,52063.3956,198087.0444,2564.668019,623782.8872
2038,nuclear_electricity,110354.2783,120005.7041,39013.19274,1323.294547,116182.0917,0,53937.87808,205338.9176,2656.966236,648812.3233
2039,nuclear_electricity,116149.8009,124065.1383,40545.05129,1323.294547,120608.7381,0,55812.36055,212590.7908,2749.264452,673844.4389
2040,nuclear_electricity,121975.2579,128124.5723,42076.9149,1323.294547,125035.3844,0,57686.84303,219842.664,2841.562668,698906.4937
2041,nuclear_electricity,127812.0897,132184.0065,43608.78162,1323.294547,129462.0308,0,59561.32551,227094.5372,2933.860885,723979.9268
2042,nuclear_electricity,133632.8524,136243.4407,45140.65029,1323.294547,133888.6772,0,61435.80799,234346.4104,3026.159101,749037.2926
2043,nuclear_electricity,139438.4774,140302.8749,46672.52013,1323.294547,138315.3235,0,63310.29046,241598.2837,3118.457318,774079.522
2044,nuclear_electricity,145248.7283,144362.309,48204.3907,1323.294547,142741.9699,0,65184.77294,248850.157,3210.755534,799126.3779
2045,nuclear_electricity,151071.7017,148421.7432,49736.26173,1323.294547,147168.6162,0,67059.25542,256102.0301,3303.05375,824185.9566
2046,nuclear_electricity,156897.0484,152481.1774,51268.13304,1323.294547,151595.2626,0,68933.7379,263353.9034,3395.351967,849247.9093
2047,nuclear_electricity,162714.4755,156540.6115,52800.00452,1323.294547,156021.909,0,70808.22037,270605.7765,3487.650183,874301.9421
2048,nuclear_electricity,168526.7213,160600.0456,54331.8761,1323.294547,160448.5553,0,72682.70285,277857.6499,3579.9484,899350.794
2049,nuclear_electricity,174342.2566,164659.4798,55863.74774,1323.294547,164875.2017,0,74557.18533,285109.5232,3672.246616,924402.9355
2050,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2051,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2052,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2053,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2054,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2055,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2056,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2057,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2058,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2059,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2060,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2061,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2062,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2063,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2064,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2065,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2066,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2067,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2068,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2069,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2070,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2071,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2072,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2073,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2074,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2075,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2076,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2077,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2078,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2079,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2080,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2081,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2082,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2083,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2084,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2085,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2086,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2087,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2088,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2089,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2090,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2091,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2092,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2093,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2094,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2095,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2096,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2097,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2098,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2099,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
2100,nuclear_electricity,180162.9021,168718.914,57395.61944,1323.294547,169301.848,0,76431.66781,292361.3963,3764.544832,949460.187
